MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
430,female,group E,some high school,standard,completed,94,97,90
552,female,group E,some high school,free/reduced,none,61,63,59
205,male,group C,some high school,standard,none,57,62,55
705,female,group B,master's degree,free/reduced,none,52,61,62
58,female,group C,associate's degree,standard,none,80,93,93
796,male,group C,master's degree,free/reduced,none,52,45,41
664,male,group B,associate's degree,free/reduced,none,43,49,42
519,male,group D,associate's degree,standard,none,89,78,77
623,male,group C,master's degree,standard,none,60,62,60
556,male,group B,some high school,standard,none,68,58,57
786,male,group C,some high school,standard,none,75,67,57
4,female,group B,some high school,standard,completed,62,80,83
822,female,group B,associate's degree,standard,completed,50,58,59
823,female,group D,master's degree,standard,none,64,59,70
936,male,group D,some college,standard,none,83,78,80
960,female,group C,associate's degree,free/reduced,none,77,93,85
542,female,group C,associate's degree,standard,none,57,62,64
532,male,group C,some college,standard,none,92,78,71
212,female,group E,some college,standard,none,71,79,73
503,female,group E,associate's degree,standard,none,53,56,56
905,male,group B,master's degree,free/reduced,none,55,63,64
729,male,group E,high school,free/reduced,none,61,49,46
999,female,group E,some high school,standard,none,72,74,72
680,male,group C,associate's degree,free/reduced,completed,67,66,67
945,female,group D,bachelor's degree,standard,none,94,100,98
528,female,group B,high school,standard,none,45,66,61
280,female,group D,some high school,standard,completed,74,85,88
150,male,group A,some high school,free/reduced,none,43,35,25
652,female,group C,high school,free/reduced,completed,34,48,51
98,male,group C,high school,standard,completed,80,79,71
700,male,group C,high school,standard,none,69,76,73
841,male,group A,some high school,standard,completed,72,73,76
879,female,group B,some college,free/reduced,none,50,61,59
151,female,group E,bachelor's degree,standard,none,62,60,63
666,male,group D,bachelor's degree,free/reduced,none,80,79,87
613,female,group C,high school,free/reduced,completed,58,58,63
360,male,group E,associate's degree,free/reduced,none,86,82,77
66,female,group C,associate's degree,standard,completed,53,67,65
747,female,group D,associate's degree,free/reduced,none,30,44,45
321,male,group D,high school,free/reduced,none,58,64,54
687,male,group E,master's degree,standard,none,93,75,77
296,male,group C,associate's degree,free/reduced,none,66,69,68
215,female,group C,associate's degree,free/reduced,none,69,81,76
579,female,group C,master's degree,standard,none,72,76,78
975,male,group C,associate's degree,free/reduced,none,52,41,42
148,female,group B,some college,standard,none,62,59,62
771,female,group D,high school,standard,none,58,61,67
336,female,group C,bachelor's degree,free/reduced,none,78,88,88
495,male,group A,some college,free/reduced,none,22,25,25
306,male,group B,associate's degree,standard,none,50,43,46
10,female,group D,associate's degree,standard,none,79,83,87
451,male,group E,bachelor's degree,free/reduced,completed,82,85,88
784,male,group C,some high school,standard,none,40,44,41
553,female,group E,high school,standard,none,51,51,51
711,female,group E,some high school,standard,completed,80,85,85
724,male,group B,some college,standard,none,47,43,41
649,male,group D,some college,standard,completed,68,71,72
637,female,group C,bachelor's degree,standard,none,82,95,91
996,female,group A,bachelor's degree,free/reduced,completed,54,78,79
440,male,group B,some college,free/reduced,none,57,51,47
301,male,group C,bachelor's degree,standard,none,89,83,82
470,female,group D,associate's degree,free/reduced,completed,62,70,73
711,female,group E,associate's degree,free/reduced,completed,65,77,77
921,female,group C,high school,free/reduced,none,35,53,46
394,male,group D,associate's degree,standard,completed,88,78,80
335,male,group B,some high school,standard,none,81,80,71
71,male,group D,some college,standard,none,81,70,77
375,male,group C,associate's degree,free/reduced,none,61,59,55
101,female,group D,associate's degree,free/reduced,completed,72,85,84
341,male,group E,high school,free/reduced,completed,93,84,78
518,male,group B,high school,standard,none,90,76,75
619,male,group C,some college,standard,completed,58,51,55
660,female,group C,some high school,free/reduced,completed,71,90,80
580,female,group D,some high school,standard,none,81,97,96
970,male,group C,some high school,standard,none,70,81,76
628,male,group C,some high school,free/reduced,none,72,70,68
211,male,group B,associate's degree,standard,completed,64,63,63
190,female,group E,associate's degree,standard,none,71,77,72
65,male,group D,bachelor's degree,free/reduced,none,34,29,32
439,male,group E,associate's degree,standard,none,73,66,62
483,male,group B,high school,standard,completed,68,73,69
455,female,group C,some high school,standard,none,45,55,56
151,male,group D,high school,standard,none,62,59,54
679,female,group B,bachelor's degree,standard,none,82,96,100
857,male,group D,bachelor's degree,standard,completed,89,90,96
761,female,group D,bachelor's degree,standard,none,83,84,85
196,female,group C,some college,standard,none,65,77,79
920,female,group C,some high school,standard,none,66,80,73
310,female,group C,high school,free/reduced,none,40,62,57
229,female,group C,bachelor's degree,standard,none,61,68,64
777,male,group C,master's degree,free/reduced,none,59,48,52
794,male,group C,high school,standard,none,82,78,79
842,male,group D,some high school,standard,completed,67,62,60
544,male,group E,associate's degree,standard,completed,91,79,77
258,male,group D,associate's degree,free/reduced,completed,62,71,69
539,female,group C,high school,free/reduced,none,48,64,61
771,male,group E,master's degree,free/reduced,none,91,87,81
640,male,group E,some college,standard,none,87,71,73
75,female,group E,high school,standard,none,94,99,93
810,female,group C,some college,standard,none,66,73,71
757,male,group E,associate's degree,standard,none,64,61,58
504,male,group B,associate's degree,standard,completed,67,72,70
87,male,group A,some high school,standard,none,73,76,73
501,female,group C,bachelor's degree,free/reduced,none,56,76,68
916,male,group E,bachelor's degree,free/reduced,none,91,82,84
594,female,group C,master's degree,standard,none,50,66,62
123,male,group C,some high school,standard,completed,65,56,57
992,female,group E,bachelor's degree,standard,none,72,72,67
654,female,group A,some college,standard,none,83,90,90
831,male,group B,associate's degree,standard,none,74,71,69
461,female,group B,high school,free/reduced,completed,37,42,43
734,male,group A,some high school,free/reduced,none,73,67,67
176,female,group D,some college,free/reduced,completed,47,61,66
656,female,group D,high school,free/reduced,none,47,55,57
685,female,group B,high school,standard,completed,57,67,61
361,female,group C,bachelor's degree,free/reduced,none,50,56,61
550,male,group C,some college,standard,none,61,64,60
953,female,group E,high school,free/reduced,none,64,79,77
910,male,group D,some high school,standard,none,53,45,46
814,male,group E,bachelor's degree,free/reduced,completed,81,68,71
383,female,group B,some college,standard,none,75,85,84
862,male,group A,some high school,standard,none,74,63,58
279,female,group D,some high school,free/reduced,completed,84,94,93
837,female,group A,high school,standard,completed,75,82,79
211,female,group B,some college,free/reduced,none,61,80,72
238,male,group E,some high school,standard,none,67,48,45
894,female,group C,some high school,standard,completed,75,79,80
411,male,group E,some high school,standard,completed,86,77,74
103,male,group C,some high school,free/reduced,completed,60,59,60
59,female,group C,some college,standard,none,49,57,57
806,male,group E,some high school,standard,none,75,58,58
106,male,group D,some high school,standard,none,59,41,49
142,female,group E,some college,free/reduced,completed,42,55,54
303,male,group C,high school,standard,completed,69,73,72
413,female,group E,some college,standard,completed,79,85,93
695,female,group E,high school,standard,completed,89,92,97
964,female,group D,bachelor's degree,standard,completed,58,67,70
870,female,group C,associate's degree,free/reduced,none,44,56,54
568,female,group C,some high school,standard,none,64,70,62
12,female,group B,some college,standard,none,87,81,89
556,female,group D,associate's degree,standard,completed,58,77,76
888,male,group D,associate's degree,standard,none,53,44,49
723,male,group D,high school,standard,none,76,75,74
38,male,group D,associate's degree,free/reduced,none,72,68,72
193,male,group C,high school,standard,completed,78,75,73
562,male,group D,associate's degree,standard,completed,71,59,61
240,male,group C,some high school,standard,none,64,64,58
26,female,group C,bachelor's degree,free/reduced,completed,54,83,82
184,male,group B,some high school,free/reduced,completed,36,40,39
573,male,group D,some high school,standard,completed,47,43,44
226,male,group C,some college,standard,none,59,54,50
331,male,group D,some high school,standard,none,68,69,62
707,male,group A,some high school,free/reduced,completed,66,63,62
981,female,group C,some college,free/reduced,none,67,86,80
678,female,group B,high school,free/reduced,none,57,72,64
358,female,group C,some high school,free/reduced,completed,75,87,86
461,female,group C,associate's degree,free/reduced,none,57,65,65
737,female,group B,associate's degree,standard,none,56,64,62
757,female,group C,associate's degree,standard,completed,77,98,97
676,male,group A,some college,standard,completed,83,77,80
677,female,group E,associate's degree,standard,none,72,72,75
710,male,group E,bachelor's degree,standard,none,76,67,64
716,female,group B,associate's degree,standard,completed,81,89,91
218,male,group B,high school,free/reduced,none,45,49,35
206,female,group B,bachelor's degree,free/reduced,none,65,80,69
444,female,group C,some high school,free/reduced,completed,28,36,34
648,female,group A,associate's degree,free/reduced,none,37,44,47
553,female,group B,bachelor's degree,free/reduced,none,46,63,61
211,female,group A,high school,standard,none,57,66,65
127,female,group E,some high school,standard,completed,77,73,79
514,female,group B,some high school,free/reduced,none,63,81,74
987,male,group B,bachelor's degree,standard,none,71,75,79
180,male,group C,some college,standard,completed,47,49,45
941,female,group C,high school,standard,none,59,64,65
423,female,group B,some college,standard,completed,84,86,93
315,male,group E,some high school,standard,none,76,63,57
413,female,group C,high school,standard,none,41,50,51
321,male,group E,high school,free/reduced,completed,64,73,65
789,male,group C,associate's degree,standard,none,92,87,88
461,male,group C,associate's degree,free/reduced,none,74,65,62
885,male,group C,bachelor's degree,standard,none,86,92,86
387,female,group C,master's degree,free/reduced,none,45,59,59
601,female,group C,high school,free/reduced,none,49,55,60
968,male,group E,bachelor's degree,standard,completed,79,75,72
639,male,group A,high school,free/reduced,completed,37,41,36
230,male,group D,high school,standard,completed,73,70,69
56,female,group A,some college,standard,none,79,77,77
19,female,group D,some college,standard,none,73,85,92
838,female,group D,high school,standard,completed,84,84,93
203,male,group E,master's degree,standard,none,100,91,91
852,male,group D,master's degree,standard,completed,58,55,56
931,female,group C,master's degree,standard,completed,71,76,82
645,male,group B,associate's degree,free/reduced,none,51,49,46
287,male,group D,master's degree,standard,none,71,68,63
13,female,group C,high school,standard,completed,50,69,68
723,male,group B,associate's degree,free/reduced,none,46,36,38
756,female,group E,some high school,standard,completed,59,71,71
616,female,group D,master's degree,standard,none,80,100,98
101,female,group C,high school,standard,none,52,56,61
314,male,group D,some college,standard,completed,76,70,71
360,female,group C,associate's degree,free/reduced,completed,80,81,87
36,female,group A,bachelor's degree,standard,completed,81,90,94
76,female,group D,bachelor's degree,free/reduced,none,54,59,54
750,male,group C,some high school,free/reduced,none,53,56,46
791,female,group C,associate's degree,standard,none,72,81,72
403,male,group D,high school,standard,none,69,61,53
537,male,group C,some college,free/reduced,completed,61,65,57
745,male,group B,high school,standard,completed,70,75,69
172,male,group D,high school,free/reduced,none,64,61,60
636,male,group D,associate's degree,standard,completed,88,83,88
345,female,group C,associate's degree,standard,none,64,74,77
786,male,group C,some college,standard,none,97,86,84
355,male,group C,some high school,standard,completed,66,62,61
447,female,group B,some high school,standard,none,54,67,61
614,female,group E,master's degree,standard,none,72,74,79
302,male,group B,associate's degree,free/reduced,none,64,56,56
826,male,group D,some high school,standard,completed,87,78,86
905,male,group C,associate's degree,free/reduced,none,69,70,61
733,female,group D,master's degree,standard,completed,78,82,97
957,male,group D,some high school,standard,none,67,53,56
168,female,group D,some high school,standard,none,50,52,51
0,male,group C,high school,standard,none,56,50,41
45,female,group D,some high school,free/reduced,none,56,59,56
665,female,group B,high school,free/reduced,none,67,84,83
995,female,group E,high school,free/reduced,none,64,60,59
901,female,group A,high school,free/reduced,none,47,64,63
442,female,group B,some college,free/reduced,none,49,59,64
127,male,group B,some college,free/reduced,none,46,47,42
687,male,group D,master's degree,standard,none,62,51,54
898,male,group C,high school,free/reduced,none,51,55,54
945,female,group E,associate's degree,standard,none,66,70,68
706,female,group A,some college,standard,none,82,86,78
906,male,group C,some high school,free/reduced,none,70,67,65
459,male,group C,some high school,standard,completed,69,70,66
409,male,group D,high school,free/reduced,none,56,54,52
728,male,group C,some high school,standard,none,76,75,70
131,male,group E,associate's degree,free/reduced,none,75,76,63
220,female,group B,some high school,free/reduced,none,34,40,39
713,female,group B,high school,free/reduced,none,67,73,69
956,male,group B,some college,standard,none,79,65,66
932,female,group D,some college,standard,none,68,76,75
843,male,group B,some high school,standard,completed,58,61,58
925,female,group C,some high school,standard,none,33,41,41
647,female,group C,some college,free/reduced,none,45,54,59
15,female,group A,some high school,standard,none,66,75,72
395,male,group B,some high school,free/reduced,none,41,46,38
245,male,group D,high school,standard,none,84,81,75
703,female,group C,some high school,standard,none,69,76,81
961,female,group E,master's degree,standard,completed,68,77,81
808,male,group A,some high school,free/reduced,none,53,53,48
409,male,group D,associate's degree,standard,none,92,79,74
304,female,group C,some high school,free/reduced,none,59,72,72
315,male,group B,some college,standard,completed,70,73,70
486,male,group E,bachelor's degree,standard,none,78,61,60
379,male,group A,bachelor's degree,standard,none,66,64,62
473,female,group C,associate's degree,standard,none,58,62,65
957,female,group C,some college,free/reduced,none,40,49,49
676,male,group A,some high school,standard,none,65,64,61
912,female,group C,some college,standard,none,72,73,75
131,male,group D,high school,standard,completed,98,86,94
652,female,group D,bachelor's degree,free/reduced,none,46,65,63
17,female,group D,bachelor's degree,free/reduced,none,26,39,42
68,female,group A,associate's degree,standard,none,83,100,97
517,female,group B,some high school,standard,none,78,86,83
163,male,group D,some college,standard,completed,75,73,72
92,male,group C,some college,standard,none,61,68,61
214,female,group C,some high school,standard,completed,72,78,83
219,female,group B,bachelor's degree,free/reduced,none,55,62,67
835,male,group B,associate's degree,free/reduced,none,59,60,57
771,male,group B,some high school,free/reduced,none,52,48,47
170,female,group B,master's degree,standard,completed,79,89,96
399,male,group D,some high school,standard,none,60,59,54
524,female,group E,high school,free/reduced,none,68,82,77
112,male,group C,bachelor's degree,standard,none,93,84,87
507,female,group E,high school,free/reduced,completed,62,76,72
97,male,group C,some college,free/reduced,none,41,55,43
739,male,group A,high school,standard,none,50,58,54
815,female,group B,bachelor's degree,standard,none,82,95,82
928,male,group D,high school,free/reduced,none,68,63,64
254,male,group C,high school,standard,none,72,62,62
601,female,group B,associate's degree,standard,none,73,82,72
889,male,group C,some college,standard,none,60,51,50
130,male,group E,high school,free/reduced,none,77,76,61
724,female,group C,associate's degree,standard,none,60,70,68
573,female,group D,some college,standard,none,65,71,74
4,female,group C,associate's degree,standard,none,56,61,61
385,female,group C,some high school,free/reduced,completed,40,53,58
160,female,group D,some high school,free/reduced,none,47,55,59
819,female,group D,high school,standard,none,41,54,53
662,male,group B,associate's degree,standard,completed,65,64,65
426,male,group D,some high school,standard,completed,82,71,74
20,female,group E,bachelor's degree,free/reduced,completed,76,93,90
467,male,group A,high school,free/reduced,completed,72,67,65
545,male,group B,some high school,standard,none,70,69,68
223,female,group C,high school,standard,none,76,80,86
28,male,group C,some high school,free/reduced,none,36,40,38
774,male,group C,some college,standard,none,82,82,78
675,male,group C,master's degree,standard,none,77,77,73
692,male,group E,associate's degree,standard,completed,78,61,66
753,male,group E,master's degree,standard,none,75,61,65
817,female,group E,high school,free/reduced,completed,74,74,75
709,female,group C,high school,standard,none,59,71,64
817,male,group E,high school,standard,none,78,67,65
664,male,group B,master's degree,free/reduced,completed,77,72,72
483,male,group D,some college,standard,completed,77,78,78
614,male,group B,bachelor's degree,standard,none,93,81,86
407,female,group B,associate's degree,standard,none,82,80,77
463,female,group C,associate's degree,free/reduced,none,37,63,62
37,male,group D,some high school,free/reduced,none,64,67,67
685,female,group C,high school,free/reduced,none,56,76,71
677,female,group B,some college,standard,completed,62,72,75
711,male,group D,bachelor's degree,standard,completed,83,86,90
220,male,group C,some high school,standard,completed,61,70,65
898,female,group D,associate's degree,standard,none,62,84,79
347,male,group C,some high school,free/reduced,completed,83,80,78
884,male,group C,some high school,free/reduced,none,50,47,36
193,male,group B,high school,standard,none,59,54,54
980,female,group B,some high school,standard,none,75,90,87
177,female,group C,associate's degree,standard,completed,71,77,77
233,female,group E,some high school,standard,completed,54,64,64
415,male,group E,high school,free/reduced,none,70,66,62
17,female,group B,some college,standard,none,50,60,62
609,female,group C,high school,free/reduced,none,54,60,58
366,male,group C,high school,standard,none,73,76,65
515,female,group E,some college,standard,none,66,68,69
295,male,group B,associate's degree,free/reduced,none,67,62,60
845,male,group B,some high school,standard,none,73,75,63
198,male,group A,high school,standard,completed,72,79,77
25,female,group E,some college,standard,completed,80,90,94
465,male,group D,associate's degree,free/reduced,completed,76,76,74
705,female,group B,some college,standard,none,69,72,82
56,male,group A,associate's degree,standard,none,86,79,78
396,female,group C,some high school,free/reduced,completed,46,55,55
933,male,group C,associate's degree,standard,completed,90,95,96
256,male,group D,associate's degree,standard,none,64,52,58
852,female,group B,high school,standard,completed,63,76,72
905,male,group C,some college,free/reduced,none,42,46,43
616,female,group E,associate's degree,standard,none,100,98,98
772,male,group B,associate's degree,standard,completed,80,74,71
82,female,group A,high school,free/reduced,none,33,52,48
586,male,group E,bachelor's degree,standard,none,86,77,74
348,male,group E,bachelor's degree,free/reduced,none,81,81,75
42,female,group B,associate's degree,standard,none,53,58,65
739,male,group C,bachelor's degree,free/reduced,none,50,54,40
577,female,group C,associate's degree,standard,completed,82,91,97
874,male,group C,some high school,standard,none,67,62,60
916,female,group B,associate's degree,standard,completed,67,69,76
327,female,group C,some college,free/reduced,none,69,88,82
56,male,group C,some college,standard,none,38,36,40
742,female,group C,associate's degree,standard,none,48,58,51
874,female,group C,some college,standard,completed,64,65,74
628,female,group A,bachelor's degree,standard,completed,84,91,96
28,female,group E,some college,free/reduced,none,47,47,47
662,male,group D,some college,free/reduced,none,69,77,77
827,male,group C,associate's degree,free/reduced,none,28,35,32
694,male,group C,associate's degree,free/reduced,completed,48,47,49
85,male,group A,high school,standard,none,60,64,54
535,male,group B,some high school,standard,none,62,61,60
420,female,group C,associate's degree,free/reduced,completed,82,93,93
256,male,group B,high school,free/reduced,none,54,60,47
773,female,group B,master's degree,standard,none,94,100,100
994,female,group E,high school,standard,none,79,86,88
21,male,group C,some college,standard,completed,90,97,100
478,male,group A,associate's degree,free/reduced,none,48,54,44
786,male,group E,bachelor's degree,free/reduced,none,39,32,31
392,female,group D,associate's degree,free/reduced,none,74,88,88
649,female,group B,some high school,free/reduced,none,41,59,52
540,female,group E,bachelor's degree,standard,none,100,100,96
652,male,group B,some high school,free/reduced,completed,39,47,43
158,male,group C,some college,standard,none,84,79,87
241,male,group B,some college,standard,none,37,39,39
644,male,group C,some high school,free/reduced,none,58,43,43
975,female,group D,high school,standard,none,45,57,56
996,male,group D,bachelor's degree,free/reduced,completed,59,59,59
324,male,group C,some college,standard,completed,62,64,61
580,female,group C,some college,standard,completed,79,88,89
805,female,group E,some college,standard,none,78,85,77
7,female,group B,some high school,standard,completed,87,95,97
87,female,group D,associate's degree,standard,none,71,71,74
345,female,group D,bachelor's degree,free/reduced,completed,85,97,100
153,male,group D,high school,free/reduced,none,71,66,62
479,male,group E,associate's degree,standard,none,76,71,67
103,female,group E,associate's degree,free/reduced,completed,78,92,89
49,female,group A,some high school,standard,completed,50,63,63
503,male,group B,some college,standard,none,51,55,50
959,female,group C,some college,free/reduced,completed,54,62,64
496,male,group B,bachelor's degree,free/reduced,completed,58,61,55
500,male,group D,bachelor's degree,standard,completed,96,100,95
487,male,group A,associate's degree,standard,none,58,49,39
696,female,group B,high school,free/reduced,none,53,68,60
880,female,group B,master's degree,standard,none,67,78,77
876,female,group D,some high school,free/reduced,completed,61,69,71
257,female,group C,some high school,standard,none,62,69,68
968,female,group C,bachelor's degree,standard,none,46,62,62
694,male,group D,some high school,standard,completed,86,80,85
438,male,group B,associate's degree,standard,completed,84,72,71
387,female,group D,high school,free/reduced,none,49,62,66
567,male,group D,some high school,standard,completed,84,81,85
821,male,group C,associate's degree,standard,none,78,73,75
212,male,group D,bachelor's degree,free/reduced,none,50,47,43
539,female,group B,some college,standard,none,64,72,74
979,female,group C,bachelor's degree,standard,none,53,62,67
906,male,group B,high school,standard,none,57,48,51
23,female,group C,associate's degree,standard,none,75,86,91
81,female,group C,some college,standard,completed,36,58,51
377,female,group D,high school,free/reduced,none,40,54,56
317,female,group E,some college,free/reduced,none,45,62,61
718,male,group C,high school,standard,none,49,49,42
363,male,group D,some college,free/reduced,completed,49,63,64
582,male,group A,bachelor's degree,free/reduced,none,52,58,49
168,female,group D,master's degree,free/reduced,completed,58,77,82
309,male,group B,some college,standard,none,65,64,68
215,male,group D,bachelor's degree,free/reduced,completed,68,77,71
828,female,group E,some college,standard,none,72,90,85
385,female,group C,bachelor's degree,standard,none,89,90,92
404,male,group C,some high school,standard,completed,69,72,66
683,female,group D,high school,free/reduced,none,61,65,67
746,female,group C,high school,standard,completed,68,73,79
621,male,group D,associate's degree,free/reduced,completed,40,45,47
969,female,group C,high school,free/reduced,none,63,77,70
110,female,group D,associate's degree,free/reduced,completed,77,89,98
759,male,group D,associate's degree,free/reduced,none,28,38,41
12,female,group B,high school,standard,none,69,75,71
173,female,group C,some college,free/reduced,completed,76,78,84
702,male,group C,some college,free/reduced,completed,55,62,52
877,male,group D,high school,standard,none,85,89,86
283,male,group C,bachelor's degree,standard,none,87,84,82
115,female,group A,associate's degree,standard,completed,73,81,81
465,male,group D,associate's degree,free/reduced,none,67,57,66
627,female,group E,associate's degree,free/reduced,none,81,91,87
937,male,group A,high school,standard,none,59,63,52
918,male,group C,bachelor's degree,standard,none,72,76,73
406,male,group B,some college,standard,completed,78,83,88
389,male,group C,associate's degree,free/reduced,none,54,55,50
302,female,group B,some college,free/reduced,completed,61,70,78
752,male,group D,bachelor's degree,free/reduced,none,62,60,49
319,male,group C,some college,standard,none,53,51,48
93,male,group B,associate's degree,standard,completed,73,70,67
624,male,group D,bachelor's degree,standard,none,82,82,75
659,male,group A,bachelor's degree,standard,none,74,66,71
633,female,group C,some college,standard,none,54,59,58
107,male,group D,some college,standard,none,80,70,64
392,male,group D,bachelor's degree,free/reduced,completed,67,64,67
71,female,group D,some high school,free/reduced,none,54,66,71
622,male,group B,high school,free/reduced,none,50,45,43
718,female,group B,some college,standard,completed,74,76,82
52,male,group B,some high school,standard,none,56,48,44
610,male,group C,high school,free/reduced,none,63,65,51
919,male,group D,some high school,standard,none,62,68,62
430,male,group D,associate's degree,standard,completed,48,51,56
533,male,group D,high school,standard,none,92,82,82
378,female,group B,some high school,standard,none,60,70,60
465,female,group E,some college,standard,none,97,100,97
738,female,group D,some college,free/reduced,completed,54,73,74
236,female,group C,some college,standard,completed,65,74,75
472,female,group C,bachelor's degree,standard,none,79,75,68
779,female,group D,associate's degree,free/reduced,completed,80,90,91
988,female,group B,bachelor's degree,free/reduced,completed,57,63,70
679,female,group D,some high school,standard,none,78,78,81
468,male,group E,master's degree,standard,none,94,71,77
329,female,group B,some college,standard,none,64,78,82
548,male,group B,high school,standard,completed,50,45,46
932,female,group D,some high school,free/reduced,none,77,86,81
356,male,group E,bachelor's degree,standard,none,97,87,83
963,male,group A,some high school,standard,completed,55,60,53
955,female,group C,associate's degree,standard,none,63,66,60
180,male,group B,some high school,standard,none,64,61,60
668,female,group C,high school,standard,none,63,61,67
792,female,group B,some college,standard,none,62,65,67
811,female,group C,some college,free/reduced,none,36,48,37
471,female,group C,high school,standard,none,63,69,74
860,female,group C,some high school,standard,completed,54,58,57
590,female,group B,master's degree,free/reduced,none,66,79,80
169,female,group B,high school,free/reduced,none,67,91,80
571,male,group E,some high school,standard,completed,74,68,66
6,male,group B,high school,standard,none,66,64,60
989,male,group D,associate's degree,standard,completed,70,74,66
993,male,group E,some college,standard,completed,98,83,84
329,female,group D,high school,standard,completed,92,94,100
461,male,group A,high school,standard,none,83,75,74
170,female,group C,associate's degree,standard,none,67,75,79
8,male,group D,high school,standard,completed,72,72,61
217,male,group C,master's degree,free/reduced,none,68,75,62
749,male,group B,some high school,free/reduced,none,55,61,51
356,male,group C,high school,standard,none,67,55,53
690,female,group B,some college,standard,completed,60,63,66
162,male,group C,some high school,free/reduced,none,57,68,51
781,female,group C,bachelor's degree,standard,none,69,66,72
282,female,group D,associate's degree,free/reduced,none,64,75,75
399,female,group D,high school,free/reduced,none,47,63,62
309,male,group B,associate's degree,standard,completed,77,85,88
802,female,group C,some high school,free/reduced,none,45,61,55
219,male,group C,high school,standard,none,87,82,79
535,female,group C,high school,free/reduced,none,47,68,64
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38
967,male,group E,some college,standard,none,83,82,81
853,male,group B,some college,standard,none,78,73,74
708,male,group C,some high school,free/reduced,none,50,56,47
84,male,group C,some high school,free/reduced,completed,70,67,64
202,female,group B,some high school,standard,none,56,58,62
413,male,group C,some high school,standard,completed,91,95,91
122,male,group C,high school,free/reduced,none,21,25,25
87,male,group C,master's degree,free/reduced,none,66,67,64
366,female,group A,associate's degree,standard,none,53,69,62
410,male,group A,some high school,free/reduced,completed,60,60,61
573,female,group C,some college,free/reduced,completed,71,93,89
419,female,group C,high school,standard,none,76,73,75
818,male,group B,high school,free/reduced,none,67,63,60
850,female,group A,high school,free/reduced,none,44,55,52
769,female,group D,some college,standard,none,69,79,80
594,female,group E,associate's degree,free/reduced,completed,59,72,72
509,male,group C,associate's degree,free/reduced,none,71,71,63
461,female,group D,high school,free/reduced,none,54,69,66
875,female,group D,some college,standard,completed,65,75,80
186,male,group D,some college,free/reduced,completed,32,37,37
1,male,group B,high school,free/reduced,completed,71,79,74
890,female,group C,high school,standard,none,52,66,57
616,male,group C,high school,standard,none,61,55,52
317,female,group C,some high school,standard,none,65,77,68
610,female,group B,some college,free/reduced,none,57,59,57
961,male,group E,some high school,free/reduced,completed,71,67,61
682,male,group E,some college,standard,none,61,47,44
286,male,group E,associate's degree,standard,completed,97,82,88
370,male,group C,some high school,free/reduced,none,45,52,47
835,male,group E,some college,free/reduced,completed,67,64,59
617,female,group D,bachelor's degree,free/reduced,none,44,61,64
871,female,group E,some high school,standard,none,72,76,73
797,male,group D,some college,standard,none,77,67,62
245,female,group D,high school,free/reduced,completed,65,79,80
25,male,group D,some college,standard,completed,68,66,71
675,female,group B,some college,standard,none,74,92,87
293,female,group C,some high school,standard,none,58,63,60
293,female,group E,bachelor's degree,standard,none,65,73,75
96,female,group B,some high school,free/reduced,completed,62,70,69
600,male,group B,high school,free/reduced,completed,46,49,43
624,female,group C,some college,free/reduced,completed,42,57,56
247,male,group C,high school,standard,none,85,78,75
598,female,group E,high school,standard,completed,64,72,76
214,female,group D,high school,standard,completed,51,71,66
915,female,group E,some college,standard,none,68,70,66
732,female,group E,some high school,free/reduced,none,51,63,59
717,female,group B,associate's degree,free/reduced,completed,50,58,59
951,female,group D,high school,standard,none,70,79,74
901,female,group D,some college,standard,none,77,70,78
948,female,group C,high school,standard,none,72,82,76
56,female,group B,some high school,standard,none,22,35,34
233,male,group B,some college,standard,completed,66,70,67
843,female,group B,bachelor's degree,free/reduced,completed,60,72,74
816,female,group B,bachelor's degree,standard,none,81,91,83
430,male,group E,some college,standard,none,94,86,82
370,male,group C,associate's degree,free/reduced,completed,77,69,75
774,male,group C,some high school,standard,none,49,38,34
330,female,group C,high school,standard,none,83,84,80
854,female,group D,some college,standard,completed,56,60,65
754,male,group B,bachelor's degree,free/reduced,completed,62,71,71
885,female,group A,bachelor's degree,standard,completed,64,68,77
975,female,group D,high school,free/reduced,none,50,55,59
581,male,group B,some high school,standard,completed,83,81,80
39,male,group C,associate's degree,standard,completed,88,90,91
779,female,group D,associate's degree,standard,none,52,75,72
51,female,group B,high school,free/reduced,none,64,81,74
14,female,group D,master's degree,free/reduced,none,87,98,97
867,male,group E,some college,standard,completed,63,57,57
415,male,group B,some college,free/reduced,none,64,62,52
696,female,group D,some college,standard,none,59,61,61
459,male,group C,some college,standard,none,64,63,58
791,male,group B,some high school,standard,none,83,86,78
138,male,group B,bachelor's degree,standard,none,75,73,70
441,male,group C,master's degree,standard,completed,83,83,82
165,male,group C,some high school,free/reduced,none,75,73,67
759,male,group C,some college,standard,completed,49,56,49
812,female,group C,high school,standard,completed,32,52,56
742,female,group C,some high school,free/reduced,completed,73,85,79
672,male,group E,some college,standard,none,94,99,92
531,female,group D,master's degree,free/reduced,none,35,52,50
636,male,group C,some college,standard,none,76,69,67
116,female,group B,bachelor's degree,free/reduced,none,75,85,82
133,male,group C,associate's degree,standard,completed,62,67,65
126,male,group C,some college,standard,completed,76,64,71
444,female,group B,bachelor's degree,standard,none,54,60,60
